Processed_Text,Type
support android 10 update build tool travis,Android Version
detect support per sync,Device
implemented imgur album thumbnail support new api,Android Version
include actionbarsherlock provide actionbar functionality across android versions perhaps need drop support vor api level 4 android,Android Version
update featured graphic fix error pre lollipop device,Device
fix crash 4 device update new support lib fix,Android Version
might fix crash setting fake android api 19 see unable parse textcolortertiary color wild neo x8h plus,Android Version
target android oreo,Android Version
fix crash resume honeycomb fuck cursor handling need call stophanldingcursor,Android Version
fix tamil keyboard unit test tablet device,Device
add android compatibility lib fragment support,Other
upgrade android api 26 update dependency,Android Version
ditch foreach test pre api 24 compatibility ide droppings,Android Version
revert change 589bba472932081e2278444e620bafa48c59e3a6 remove card permission completely min support android version kitkat,Android Version
repair nextalarmclock update android version nougat,Android Version
update node jdk android sdk version,Android Version
fix compatibility android api 19,Android Version
updated phone 7 inch tablet android screen shot,Device
fix crash pre lollipop device,Android Version
update work android api 20 add flag,Android Version
move api 23 update support libs,Android Version
fix issue new android install apk,Android Version
add new hardware profile update jelly bean galaxy nexus omap4460 powervr sgx540 require new set polygon offset value fix flickering shadow new value not match previous profile add new profile profiler check hardware string tuna android version decide profile use,Android Version
remove attr pre lollipop android can not handle,Android Version
refactored significant poritions pdf generation stack order good support generalized concept grid measuring rendering inspire lack support multi page pdfs update handle now order acheive general manner also upgrade min sdk version lollipop,Android Version
updated dependency build tool recent version upgrade compile target android 9,Android Version
upgrade support library version nougat not fail deprecation lint warning mostly build,Android Version
ptp connect fix solve android high latency,Android Version
set target sdk version 28 android pie,Android Version
upgrade project file late android sdk version adjust manifest configuration support installlocation device relevant,Android Version
drop support android jelly bean remove obsolete code,Android Version
change minsdkversion 8 16 exclude android version jelly bean,Android Version
android fix crash android version 11 due mcamerahelper null,Android Version
target android 18,Android Version
update workmanager library use androidx version,Android Version
integrate android support design library fix toolbar android,Android Version
update tutorial image include process icon image now scale well different android device,Android Version
update api version match main app,Android Version
android config pending travis api 21 support,Android Version
update 49 fps hack mtk device run oreo remain broken,Android Version
make toolbar shadow visible pre lollipop android version fix crash delete draft medium attach,Android Version
target api 24 nougat will not show maybe not support warn use splitscreen,Android Version
replace getbytes android 9 compatible version,Android Version
postbuild script improve cross platform compatibility,Other
wip start support old android version 4,Android Version
update android support package,Android Version
add chrome custom tab support drop api 14 support minimum now 15 still android require custom tab lib update dependency,Android Version
minsdk now 9 remove android api 7 8 specific code update appcompat,Android Version
fix layout device run low version kitkat,Device
fix support android permission implement permission management comply android 23 update targetsdkversion 23 appcompat v7 check permission dangerous permission camera audio external storage contact update build notification use set service foreground setlatesteventinfo not anymore available android use reflection runtime address early sdks version,Android Version
use holo theme field honeycomb,Android Version
version jelly bean support maybe,Android Version
fix crash vector drawables old android version,Android Version
update tool plugin rc1 android studio 1 support,Android Version
not crash device upgrade android 9,Android Version
back api 16 avoid problem android 4 update google play description read view budget,Android Version
fix incompatibility related crash hiding medium preview option select device api level 19,Android Version
ensure speed dial clickable pre android 5 device,Android Version
simpledateformat use illegal format specifier cause crash android device,Android Version
use deprecate method compatible support api level,Android Version
add vector support old device report crash issue,Device
plt 5598 android back button support,Android Version
avoid crash due setelevation not support device api 21,Android Version
update update build current android sdk version,Android Version
update android sdk version,Android Version
fix notification api piority android version 8,Android Version
fix crash phone,Other
fix old android version crash due strange layout constraint,Android Version
android notification support,Android Version
fix crash cause api upgrade,Android Version
update tool plugin rc1 android studio 1 support,Android Version
updated build tool compatibility version,Other
date take stuff display real date detail exif value sort base date provide exif available try fix date feature will set lastmodifieddate exif date not work device android issue,Android Version
fix app crash opening android oreo,Android Version
add compatibily ldpi device like rogers x10 mini,Device
use android tint style add host fab icon instead android tintmode support apis 21,Android Version
remove arabic reshaper since support android 4,Android Version
swap notification icon compatible android set accent color notification,Android Version
droid fix crash startup device,Device
add support mobile device width 600dip,Device
tag android version support different contact book behavior android 19,Android Version
update circleci config android support,Android Version
bump version new beta crash handling support different screen size,Device
fredricho fix uploading medium post gingerbread device crash,Android Version
not break compatibility old aidl api,Android Version
tax fix crash tabfragment device android marshmallow,Device
remove maxsdkversion support android 10 android resizeableactivity true remove letterbox 21 9 screen change versioncode format,Android Version
kindle update kindle support device list,Device
update androidmanifest version code 64 rc1,Android Version
update git submodule lollipop support,Android Version
raise minimum android api level 8 froyo 14,Android Version
roll back stable version android support library,Android Version
fix crash api 21 scheduledlibraryupdate extends jobservice require api 21 cause old version crash startup whole scheduledlibraryupdate class not exist old device,Android Version
new version add support device,Device
update android longer need internal apis,Android Version
temporarily remove support android auto update get reject google play miss voice support,Android Version
first step toward android marshmellow support compile sdk 23 fix error cause upgrade,Android Version
enable autocomplete none android device,Android Version
google android sdk support library update version 23 wlmmanager remove dummycursor override new method setextras,Android Version
remove obsolete clang android compatibility hack,Android Version
update build script symbian os9 device,Device
upgrade support library version nougat not fail deprecation lint warning mostly build,Android Version
make spinner work android version,Android Version
target android not require bump app number next release update plugins,Android Version
update busybox late toolchain support nougat remove build,Android Version
fix crash lollipop,Android Version
update support new gradle android studio version,Android Version
fix nasty crash honeycomb tablet mysterious hidden error dialog pre honeycomb phone prior first sync,Android Version
fix crash google apis not ready,Android Version
fix cause crash api 7 ughhhhhhhh support api 7,Android Version
fix issue setdisplayzoomcontrols can call device api 11 not support api 11,Android Version
add compatibility library pre android devices,Android Version
add support api 19 kitkat,Android Version
implement really hacky workaround another crash samsung device android 9,Android Version
nsd temporarily disable android kitkat api 19 due cause occasional reboots,Android Version
fix crash pre lollipop device rotate export,Android Version
update pysol desktop unix desktop integration,Other
update dependency api 28,Android Version
support pocketbook firmware version 5,Device
add initial support rooted device run lollipop selinux set enforce really improve future since modify policy untrusted_app,Android Version
fix crash new support lib,Android Version
deactivate holiday_short holiday lollipop wait android update,Android Version
update target android pie,Android Version
update android target version,Android Version
gingerbread use compat library version popupmenu,Android Version
update target api fix minor warning bump version,Android Version
update build use internal reference android compatibility library,Android Version
cmake fix compatibility version,Android Version
update minsdk version android 8,Android Version
widen device support api 17 issue,Android Version
fix crash open setting device api level 10 implement delete account transaction device api level 10 close,Android Version
android 8 initial support fix updater not install update,Android Version
fix crash initialization device,Device
mt32 update mt32 emulator adapt new api,Android Version
fix race condition managerfactory http api get banner restore show json api fix compatability early phone,Device
upgraded build tool version gradle update support abi order fix build error late android studio,Android Version
android upgrade ndk api level 9,Android Version
fix android fix global jni reference fix crash target api 15,Android Version
good support armhf device run android,Android Version
free update translation begin honeycomb support,Android Version
update android build tool version fixed compatibility issue,Android Version
try add basic android support,Android Version
updated version name build android allow tablet size screen also add external storage write permission come require sdk,Android Version
added support pre lollipop device,Android Version
update support dive computer,Device
fix binarydictionary java lead crash dictionary use 64bit device enable multi dex increase heap size also release build,Device
issue app crash load drawer kitkat layout problem icon text day prayer info phone rtl lang set,Android Version
code cleaning minimal android version kitkat,Android Version
list device remove replace minsdk version change detox version detox android show warning,Other
android fix crash startup version,Android Version
fix fix crash android lollipop marshmallow,Android Version
android 9 pie compatibility,Android Version
support android marshmallow permission change,Android Version
update rice video api version difference new api video render callback function now take boolean int parameter specify whether video frame drawn since last time render callback call allow take screenshots without screen display text,Android Version
add multiwindow support samsung device,Device
api level 10 fix,Android Version
reorganize drawable large xlarge device not,Device
rely notificationchannel setting android oreo device,Android Version
fix ircchoosertargetservice crash pre device,Android Version
update yandex metrica fix crash android nougat,Android Version
project upgrade fork compactcalendar horizontalcalendar materialsearchbar version use androidx library,Android Version
add check api 16 item show api restriction,Android Version
english russian translation update initial help screen scrollable now compatible android,Android Version
bugfix service crash android 4 device,Android Version
3491c877 queue pointertracker support key roll shift modifier gingerbread,Android Version
catch exception possibly incompatible samsung task version galaxy s3,Device
need updated version util diff actually work android,Android Version
update common min android version 5 adapter change,Android Version
update configure support openal mac well original script break compatibility,Other
cache currently select item notification wizard old version android pre seemingly not update properly otherwise,Android Version
change version name update late sdk add support android,Android Version
android upgrade newest build tools version,Android Version
update build tool gradle new android studio,Android Version
create gingerbread friendly legacy observation import inefficient will work small set,Android Version
update android api version,Android Version
fix android make compatible android api 5,Android Version
limit network workaround android 6 early,Android Version
add support adaptive resolution change enable default device claim support kitkat decoder know okay jcodec allow proper sps fixups without hardcoded offset,Android Version
allow gles3 hardware support fsaa need gui option android device,Android Version
update api level 19 android kitkat,Android Version
androidsdl added support x86_64 platform,Other
update libdivecomputer support aqualung i200c,Other
update common min android version 5 adapter change,Android Version
increase min sdk version okhttp not support android not,Android Version
update blackberry10 update deprecated function add support portrait qwerty device like q10,Device
fix android compatibility updated test name,Android Version
hide device address can not support want keep feature consistent across platform,Other
test update android version 25,Android Version
fix support android marshmellow permission implement permission management comply android marshmellow 23 update targetsdkversion 23 appcompat v7 check permission dangerous permission camera audio external storage contact update build notification use set service foreground setlatesteventinfo not anymore available android marshmellow use reflection runtime address early sdks version,Android Version
upgraded travis use android api 25,Android Version
update targetsdkversion android fix app version 25 crash,Android Version
app now support android,Android Version
upgraded country capitals anki version 43 compatible ankidroid,Other
fix add support android oreo new requestaudiofocus api,Android Version
fix support device api 21 attr inside drawable resource,Android Version
fix pre lollipop device svg support,Android Version
use froyo compatible api call display class,Android Version
circleci upgrade sdk version 29 android,Android Version
set android pie target version,Android Version
bump version high still support api 9,Android Version
update android test app use wider viewfinder save image pngs instead jpegs work phone without shutter button,Device
update target android version,Android Version
prevent possible crash app search,Android Version
version bump update target api,Android Version
safeguard crash device camera,Device
update android 6 api 23 update miss module,Android Version
version 15 android versioncode 5 fix access_wifi_state permission require discovery device add manifest add startup check permission,Device
upgrade android api 26 update dependency,Android Version
add ble functionality device android,Android Version
fix navigationview crash due support library upgrade,Android Version
change compile sdk version android nougat,Android Version
update target compatibility android plugin,Other
compile sdk version 23 support library,Android Version
obscure miui related crash pre lollipop device fix,Android Version
fix medium store compatibility previous version android,Android Version
update android api 25 change min version 15,Android Version
update shippable use late android apis,Android Version
fix crash android passcode lock not valid app lock not support,Android Version
fix ondissmisslistener device not support builder,Android Version
add support android device not support saf,Android Version
bump 1 android 1 fix crash modern device bump libs,Device
android sony t1 home screen integration fix michael berganovsky,Device
update network support android,Android Version
fix notification api piority android version 8,Android Version
update android build tool version,Android Version
support device start android,Android Version
add workaround crash pre api 11 undo action view will aloow themeing debuggin continue disables redo functionality device,Android Version
drop support obsolete android eclair target jelly bean,Android Version
added support androidx,Android Version
increase mimimum android version api level 9 require opensles,Android Version
avoid transitive dep android compatibility v13,Android Version
fix crash open supporte card jelly bean,Android Version
fix auto start issue android oreo,Android Version
fix crash phone less 4 profile,Device
remove hugo plugin use obsolete api longer develop,Android Version
add api version android,Android Version
added support old device,Device
fix crash device lollipop,Android Version
fix normalization gauss smooth intent filter marshmallow device update view switch preloaded tab float action button not top device,Android Version
add helper class access contact use old contact api 3 4 device new api 5 device place access contact update use helper class,Android Version
fix resolution change linux previously resolution change old delete old device still actively deliver event delete cause crash now change resolution set flag resolution change will apply next update device not busy anymore,Other
remove ant entry preference device not support ant,Device
remove workarounds qualcomm device not support anymore,Device
support performnewintents android mr1,Android Version
fix android not able update database due row version conflict,Android Version
fix 3 use option 1a describe github issue note remove support android api level 3 device order support runtime testing platform version use either systemclock elapsedrealtimenanos location getelapsedrealtimenanos calculate ttff android use system currenttimemillis location gettime android version support android will need maintain new two apks separate will need upload google play note version number not bump since least one edit will likely release along,Android Version
big fix run apk miss view manifest clean android egl context creation fit line dolphin work break input moment well change memarena 768mb 64mb allow 1gb phone potentially run rename egl_x11 back egl since bring soreau change easily allow different platform like wayland android not quite code need clean still,Device
update android support library version,Android Version
fix crash kitkat loading drawables downgrade gradle appcompat version,Android Version
modify version rest patch patch add support atari platform,Other
push minimum andorid version api level 15 remove actionbarsherlock related resource fix also fix mostly contextual action bar,Android Version
update android sdk build tool version,Android Version
upgrade target build android oreo,Android Version
fix crash pre lollipop device remove account,Device
update android kitkat,Android Version
mmajor update add location permission marshmallow fix ability select gps device fix leak intent receiver,Android Version
fix item list scroll update data temporary workaround keep new version androidx paging release right fix,Android Version
update not work gingerbread fail string compare,Android Version
fix crash init android 8,Android Version
fix crash android marshmallow add write permission check,Android Version
fix not show samsung device not support sms provider private api method ugh private apis really wish stop use one,Device
support android api 29,Android Version
remove support firefox android windows phone,Other
fix problem run device api version 11,Android Version
fix android app not update self due security change introduce api 24,Android Version
fix cause habdroid crash android platform,Android Version
support old device android,Android Version
add android 10 support fix mispellings,Android Version
fix crash boot android oreo,Android Version
finalize release fix crash old device due compatibility vector asset new logo crash open zip file not come ble device,Device
improved style android version pre lollipop,Android Version
update support libs,Android Version
code update update hookzz library runtime fix support dlopen hook not support nougat yet,Android Version
remove check bluetooth device support audio service every bluetooth device will list samsung phone not support reporitng audio service device ever list,Device
fix crash bluetooth device find formatting issue slide,Device
change minimum version android sdkversion 14,Android Version
fix make app crash android version htc device,Device
drop support api 7 remove api specific sync handler sync handler preference deal minute convert second need wrote manage auto sync ensure correctly show change make via system setting track sync period include disabled state sync period exclude disabled state last 0 sync period account set not sync via sync handler sync disable least one account set sync sync enable user enable account loginactivity enable sync match master setting disable account disable syncing,Android Version
android fix report crash,Android Version
update notification builder accord oreo api,Android Version
huawei lollipop firmware not support mediastyle,Android Version
upgrade gradle plugin target sdk android nougat,Android Version
fix crashing android x86 version,Android Version
upgrade android support library,Android Version
android 4 migration minimum device api 16 now test pass,Android Version
fix 8 kitkat crash setting,Android Version
first attempt show event dialog split screen style tablet device,Device
fix 6 crash edit card android version,Android Version
new ipad pro compatibility wip,Other
fix app crash gingerbread version due incompatible style navigation drawer xml,Android Version
add support sdl sdl separate keycodes scancodes api new name scancodes can therefore easy backported old name conflict still exist keycodes simple compatible wrapper enough allow coexistense sdl sdl code,Other
update android build tool version,Android Version
update external dependency late compatible version,Other
begin honeycomb support,Android Version
core fix make support_glib also work non win32 platform,Other
linux enable android codecs linux arm device amlogic,Other
update newest sdk version remove warning test gradlefile,Android Version
update androidx version,Android Version
basic compatibility android lollipop mid autumn cleaning,Android Version
2976 fix app crash share mp3 thing,Other
update support library version,Android Version
android support library version update,Android Version
crash fix device due android,Android Version
fix adaptive icon work old android version fixed cmakelists build script update dependency,Android Version
update android support lib,Android Version
revert change make compatible late version android studio,Android Version
temporary android crashfix,Android Version
android support library version update,Android Version
updated mina ftp server ssh server unfortunately ssh server 1 require java 7 java nio file can not use android updated build tool sdk version see issue,Android Version
change api dependency use late stable support library annotation,Android Version
update permissionsdispatcher version fixed compatibility issue,Other
split various apps gci task darriel update menu shortcut avoid conflict android shortcut fix issue 436 new shortcut,Android Version
gradle upgrade lollipop support,Android Version
added heart rate check support device not dedicate heart rate sensor accelerometer senstivity set will not show device dedicate step counter sensor add new fallback icon news listview json not return image url fix launcher icon android device,Device
update gradle version android studio,Android Version
fix opening choose action activity kitkat device crash app cause proguard,Android Version
remove legacy api crash device,Android Version
gradle android library version update,Android Version
fix android view inflateexception pre lollipop device,Android Version
hdpi icon new icon compatible android,Android Version
update language code android supported one,Android Version
target android jelly bean,Android Version
updated target version android api 18,Android Version
androidhacks specify api 21 support,Android Version
init multithread support linux fix linux crash issue,Other
update android api level 29,Android Version
update android oreo compatability,Android Version
update buildtoolsversion minimum support android gradle plugin,Android Version
fix event display device show usually old device outdated version android,Device
fix stagefright fixup kitkat remove hardcoded api limitation,Android Version
copy compatibility fix device not backupmanager,Device
fix widget black text black background new android version,Android Version
add ripple touch feedback device run android 5,Android Version
fix android keyboard crash hdpi device,Android Version
exclude printing android not support not think platform support,Android Version
consolidate android luminancesource class one file either device can handle file app will not work android platform require every device support yuv420sp camera preview buffer also let two similar format sneak compatibility also remove ability convert luminancesource data argb image not use,Android Version
fix compatibility new kanboard version api,Android Version
fix error opened catrobat photo now support old android version,Android Version
android fix start crash version 4,Android Version
view constructor crash fix old android version,Android Version
new build target 18 android version,Android Version
fix issue nullpointerexception fix issue feed icon not work http basic auth add option disable feed icon fix progressbar appear open feed fix issue fix gradle wrapper remove lot unnecessary compatibility library external resource update internal stuff use library androidx fix lot lint warning remove deprecate api usage fix minor security issue remove unused part,Other
use bundleargs dialog instead name params ensure proper recovery instance state save fix android compat bundle putcharsequencearray api v8,Android Version
support kfm100s device,Device
android include new version support library contain bugfixes,Android Version
remove unnecessary sdk version check api 21,Android Version
update google drive api attempt fix npe userrecoverableauthexception getintent,Android Version
remove support lib gradle provide date version,Android Version
android pie support,Android Version
airtunes fix volume range airtunes affect windows platform not support volume control yet streamvolume fix,Other
use new net_set_address net_set_af api method implement prefer_ipv6 functionality,Android Version
android ensure required dependency actually export along everything else android version build without support libs will not export emulator crash upon execute,Android Version
compat fix old android version,Android Version
compilesdk target update 25 support lib update minsdk bump 9 gradle version update studio,Android Version
android enable java compatibility support,Android Version
crash fix one npe see sony device svg drawable parse exception see micromax phone,Device
remove statement support old version android not support anymore,Android Version
fix crash android version not support file topath,Android Version
fix method not exist crash regard getordefault old android version,Android Version
complete fix issue now show always scrollbars content one fit screen work old version also without crash also include standard android image not available old version,Android Version
update android toolchain remove mips support,Android Version
libs remove unneeded library android support v4 guava r09,Android Version
bump minimum support android version add actionbarsherlock dep,Android Version
attempt fix weird crash obscure device,Device
increase mimimum android version api level 9 require opensles,Android Version
fix markdown crash pre gingerbread device,Device
show opengl opengl android depend device support reduces confusion user,Android Version
fix lint update android_support_version,Android Version
fix possible crash phone,Device
update main icon thanks rajesh handa update sdk min version 3 android next version will android,Android Version
fix cause habdroid crash android platform,Android Version
update contact function use eclair uris device run getpersonidfromphonenumber getpersonname opencontactphotoinputstream,Android Version
add holo light button theme app look holo ish even gingerbread device,Android Version
fix crash press back map android version,Android Version
added late apple device allow retina support,Device
update android maven plugin version,Android Version
updated dependency android,Android Version
update android support common compress library,Android Version
update android gradle plugin,Android Version
upgrade android studio version,Android Version
replace java nio file apis cause crash android,Android Version
fix android build use hardcoded path data instead use one fetch android api init fix android miss version information,Android Version
adjust json version prevent crash old android,Android Version
android fix possible crash virtual mouse button click,Android Version
add support save toc cache android file system,Android Version
obscure miui related crash pre lollipop device fix,Android Version
update common kotlin gradle min android version 5,Android Version
update source proper support android 4 instead android also change headerbar style,Android Version
shop list safe update classpath please use late version eclipse indigo android sdk can use classpath,Android Version
update mapsforge api android pie,Android Version
create bash script build application android device use terminal ide application terminal ide not aidl tool yes genaidl directory pre generate java file add,Android Version
extend min support android api 24 android,Android Version
webcmd row crash application tablet device,Device
fix prevent actionbar populate reader android 2,Android Version
support xep 0092 software version,Other
update gradle android plugin gradle,Android Version
support android studio version gradle,Android Version
update android gradle build plugin,Android Version
fix extension installer old android version fix deadlock device 1 2 core,Android Version
update code min sdk 21 android lollipop,Android Version
simplify storage apis use use java classic way old android version use storage access framework new android version android lollipop later change external card write permission add option ask save path download warn user save path not define happen first newpipe run android lollipop later,Android Version
text color compatibility android nougat,Android Version
build update late android studio,Android Version
fix vibration android,Android Version
test fix issue android beta release,Android Version
fix crash old android versions,Android Version
upgrade gradle version android studio 3 fix lint warning,Android Version
replace usage fragmentmanager loader version support library compatibility since deprecate implicitly seem fix since old library version not necessary anymore not know animation work though,Other
fix last api compatibility error remove file android studio add,Android Version
fix image scaling android version update,Android Version
update android studio upgrade,Android Version
honeycomb crash actionproviders not exist,Android Version
fix grandle android studio,Android Version
fix ipad share crash updated version,Other
update android studio file,Android Version
fix crash relate android lollipop due api 23 minimum,Android Version
added old android lockpattern dependency new version update test,Android Version
target android pie,Android Version
update android manifest version,Android Version
add back support pre honeycomb device,Android Version
upgrade android studio version readme,Android Version
update androidx dependent play service firebase version,Android Version
upgrade android studio,Android Version
android now target sdk version 24 preparation release,Android Version
migrate support library architecture component androidx,Android Version
split various apps update classpath work eclipse indigo android sdk installation require something else classpath order work please upgrade eclipse android still not help let discuss issue forum see also,Android Version
update version android support,Android Version
fix add android autoremovefromrecents true dialog activity,Android Version
add android support update libs,Android Version
correct android support version,Android Version
update zxing android integration library version,Android Version
fix android view inflateexception pre lollipop device,Android Version
hide map froyo since mapbox not support,Android Version
android bump minimum api version 17 set target api 21 also remove api 17 check obsolete omxlibname,Android Version
added support api level 19 android,Android Version
upgrade piwik fix use android support bix build target,Android Version
set compat vector usage version kitkat,Android Version
circleci upgrade sdk version 29 android,Android Version
update android support library version,Android Version
make android new min supported android version,Android Version
fix crash android 10 device,Android Version
travis update android api tool travis script,Android Version
fix crash german device,Device
update tool nougat,Android Version
fix android api 15 remove synchronize,Android Version
com android dialer add oreo support,Android Version
fix crash add widget well widget layout issue new material theme control service start android lolliopo fix,Android Version
update target api 16 android,Android Version
update fix gifs android 7,Android Version
support consistent dialog style different api device,Device
fix crash nexus 5 android,Android Version
reduce possibility crash api10 emulator,Android Version
fix oreo play 2 sound every notification use another notification channel silence notification update boot system reply button receive message hotlist sync fix group notification not update child cancel,Android Version
fix compatibility old version android,Android Version
push target sdk version 13 android,Android Version
set target android 21 lollipop update internal engine stockfish 5 add pie executables android non pie executables,Android Version
upgrade api module android 28 fix deprecation,Android Version
upgraded travis config match android build tool version,Android Version
constant decrease min api jelly_bean_mr1 kitkat,Android Version
improve pick mode compatibility old android version,Android Version
update logic set wallpaper desire size set desire size wallpaper change pre kitkat remove wallpaper change receiver manifest remove multi process wallpaper share prefs kitkat,Android Version
update build gradle support late android build tool,Android Version
fix issue app crash android 6,Android Version
update search web result show author switch manifest try allow device,Device
stable build project update work eclipse helios project update target api level 5 android strings xml update include formatted false aapt now stricted validation,Android Version
reduce minimum android version api 11 honeycomb,Android Version
already eol make minimum support version,Other
add proper android nougat multiwindow support,Android Version
graphview low level api compatible android scale will disable,Android Version
android fix crash 3 device add title display vnc activity,Android Version
fix legend pre lollipop device,Android Version
remove support api level 16 android,Android Version
also update android sdk version travis,Android Version
support android,Android Version
update android code support ndk 7,Android Version
fix extension installer old android version fix deadlock device 1 2 core,Android Version
update dropbox sdk gson jar upgrade targetframework android 9,Android Version
update sdk version 22 android,Android Version
optimize delegate phoneinfo fix android,Android Version
fix error screen transition not normal android 9 pie version,Android Version
window mobile 5 device support require late sdl windows port available updated week use old mouse code avoid scaler problem fix release toolbar double tap quickly top screen comply new gui height,Other
project api 9,Android Version
updated structure android sdk version 14,Android Version
gingerbread update manifest build android api level 10,Android Version
initial update android sdk m5 support,Android Version
fix issue medium file get names not support android prepare kitkat support fix layout issue control button,Android Version
update support library last version support api 9,Android Version
matrix android sdk update,Android Version
crash android api 9,Android Version
version change due android studio upgrade,Android Version
updated robotium version android jelly bean support,Android Version
hopefully fix compat pre version android,Android Version
revert minsdkversion 7 eclair update menu icon activity bar icon android 7 relative,Android Version
fix app crash android 5 6 device,Android Version
backends fix compilation mac without translation support,Other
emurator andtoid 10 not support upgrade android 15,Android Version
fix android text type jump search box color,Android Version
fix compatibility old android version,Android Version
androidmanifest xml change versioncode format contain min support sdk,Android Version
added support android marshmallow,Android Version
fix custom app language selection issue across various android version retain custom language selection across application device run api 24 instantly apply language selection update view device run api 23 less change app language now consistent across version android update title mediabrowseractivity use localized string,Android Version
upgrade android sdk version 22,Android Version
set borderless background pre lollipop device will not crash,Android Version
support legacy device,Device
remove deprecate support version kitkat minimum,Android Version
update gradle replaced compile implementation dependency create new product dimension android fix start crash affect android,Android Version
upgrade android api level 27,Android Version
upgrade gradle kotlin due android studio upgrade,Android Version
travis update built tools android platform tools 25,Android Version
use new notification compat combination medium style can use api lollipop also close button notification not neet manual one,Android Version
work except android version,Android Version
update recyclerview code v27 compatibility,Android Version
build update target api 21 android 5 support,Android Version
minimum api 4 support build version check,Android Version
walletapplication low android version requirement full sync,Android Version
make app pre froyo compatible remove ability xml stuff available froyo,Other
fix build error aapt exe upgrade late version build tool 21,Other
workaround crash user experience update android 6 android 7,Android Version
android fix save load state menu non device,Device
set notification channel platform api 26 oreo later,Android Version
added support immersive mode kitkat device rehash,Android Version
convert android client test app use android sdk use efficient preview frame mechanism now require device run cupcake new version platform change temporarily remove proguard step sean add back,Android Version
fix crash take picture user avatar old device,Device
update zxingtest work 3 mostly remove camera capture bit now can come back android update can clone update android integration good api ability specify package now zxingtest use integration code update android 2 report camera params slightly well form also fix android 2 issue related intent integration stuff leave recent change,Android Version
restore android 10 api compatibility,Android Version
cram review now work update schedule algorithm handle cram easily fix api level compatability issue low still need get compatible,Android Version
fix ninemanga error add fileprovider android nougat great update,Android Version
impend arrival android 5 miss functionality platform cease attempt support not work anyway,Android Version
use git submodule refer external library update android lockpattern late version,Android Version
android drop minimum android version support since bunch people ask,Android Version
fix crash vector drawables old android version,Android Version
controllerinterface allow hotplug callback unregistered not reload entire config ini file hotplug just update control reference fix crash shutdown android,Android Version
add support gatt ble device android,Device
require gingerbread sdk version 10,Android Version
back port change use new android 2 apis remove deprecation now android eclair android 7 minimum platform level call accordingly,Android Version
android fix small crash issue,Android Version
min android version 7 8 leaflet map display problem api 7,Android Version
fix android oreo crash something not play within 5 second startup,Android Version
update android sdk version 21,Android Version
sherlock fix crash load game launcher,Other
fix android fix crash build old ant version,Android Version
fix abug cause app crash device,Device
build target api 28 android pie support,Android Version
updated library api 24 warn api 24 sync translation,Android Version
change compile sdk version android nougat,Android Version
support android version earlier fix issue 191,Android Version
fix monospace android lollipop,Android Version
fix android drop support api level 19,Android Version
fix preference summary not update kitkat device,Android Version
remove obsolete android compatibility,Android Version
define version number kitkat use test kitkat device,Android Version
manifest target api version 18 android,Android Version
require android 6 marshmallow,Android Version
fix pom xml correct android api version 15 instead 17 brought thomas fix activity leak window originally add openhabstartupactivity cause incorrect progress dialog close fix malformed url exception normalizeurl openhabstartupactivity,Android Version
create barcode scanner beta 1 donut add support action_send intent encode contact make vcard parse little less strict updated help fix minor issue remove vestigial intent support use old package name,Android Version
added support encode multiple email address phone number use new constant add contact app android,Android Version
update project target api level 21 android 5 main activity list now use black background,Android Version
project add support openstud update search bar,Other
update target android version not affect compatibility old version,Android Version
clear codec internal format keep api compatible,Android Version
android maven plugin version update old version fail late android sdk,Android Version
update guava android,Android Version
fix crash pre honeycomb device,Android Version
completely remove deprecate http api,Android Version
fix crash send photo nougat improve compose type speed update user agent,Android Version
drop support api level 8 android,Android Version
fix slew api device compatibility issue,Device
update android build tool support java 8,Other
addon constructor will now check version xbmc python api script dependent upon will apply backward compatibility hack version less otherwise will assume script update eden will not try get addon xml file recovery failed addon instantiation,Other
update list incompatible compatible device,Device
introduce interface decouple platform specific api class require also 1 put service foreground prevent kill system 2 fix prevented mytracks run pre eclair device,Android Version
support shortcut api level 26 android,Android Version
maybe resolve crash android device show quest landscape mode,Android Version
fix view pager view froyo gingerbread phone,Android Version
update workmanager rc01 compatibility androidx,Android Version
extend version alert message deprecated android version,Android Version
fix access bluetooth conversion function via reflection fail pre android 10 device not sure might also just different implementation regardless android version class based conversion function move bluetooth implementation separate package,Android Version
introduce new package resolution android compatibility need,Android Version
provide backwards compatibility notification system device android,Android Version
fix crash pre lollipop device due vector drawable issue,Android Version
update readme add heads notification support android 5 update medium index receive file,Android Version
still support add compat layer not crash old device,Device
android remove ouya platform not meet minimal android api,Other
add additional logging synchronization fix npe synchronization device api low 13,Android Version
fixup num_ref_frames sps qualcomm device hopefully fix crashing video galaxy s3 android,Device
remove old third party shim backwards compatibility replace correspond material support library number visual issue can correct subsequent diff keep self contained finish convert tab space remove old eclipse file,Other
linuxinputdevice add support multi touch device,Device
version bugfix start setting activity android version honeycomb 13,Android Version
nclientv2 add option show 3 line portrait fix update chinese translation fix issue android 10,Android Version
add zoom control back pinch zoom not work android phone,Other
sync server reply oldversion error status tell user upgrade ankidroid late version,Other
browser add compatibility reflection pre android device,Device
move back towards pass argument via fragment solely reduce crash likelihood android restore thing crash,Android Version
updated phone support,Device
fix keepright api state not set not reopen fix ssl relate happen device run android nougat,Android Version
fix crash tablayout android 4 new version material component,Android Version
added support bitcoin uris implement,Other
